Type,Diam_cm,Material,X,Y,Z
18,59.0,1,633877.1467635822,3475414.664241169,-0.19389999999839347
14,53.0,1,633871.430379732,3475408.2255468722,-0.44329999999899883
16,87.0,1,633865.5863656156,3475408.2424033885,-0.4894999999960419
18,94.0,1,633864.5549660439,3475411.466835963,-1.3224999999947613
16,68.0,1,633866.4277991226,3475416.8405149425,-1.0770999999949709
18,64.0,1,633854.8227708535,3475445.7001249543,-0.7709999999933643
16,79.0,1,633859.152408534,3475447.2939450503,-0.7550000000046566
16,76.0,1,633857.5615796417,3475450.3669522926,-0.7050000000017462
16,67.0,1,633855.4203046523,3475450.5795699502,-0.7274000000033993
16,74.0,1,633869.8073304975,3475455.6356491726,-0.4909999999945285
16,62.0,1,633864.2869136485,3475465.874786002,-0.22719999999389984
18,57.0,1,633850.8937649953,3475428.1058420613,-0.5960000000050059
16,64.0,1,633863.7349845455,3475424.186829496,-0.9671999999991385
14,57.0,1,633882.4842677285,3475422.986145425,-0.49709999999322463
18,93.0,1,633885.460724385,3475431.785428876,-0.825700000001234
18,56.0,1,633881.2488818457,3475433.998385303,-0.8276999999943655
16,53.0,1,633880.5179948465,3475435.5884173554,-0.6958000000013271
16,90.0,1,633870.0125527096,3475437.274831567,-0.7731000000057975
14,60.0,1,633865.3663317561,3475442.310664438,-0.6349000000045635
16,78.0,1,633864.27636863,3475441.5849821637,-0.6922000000049593
16,61.0,1,633873.6606972695,3475426.4012000845,-0.6768000000010943
16,78.0,1,633878.4934244386,3475418.876343174,-0.4943000000057509
16,56.0,1,633880.540401537,3475418.510537522,-0.36019999999552965
14,43.0,1,633872.6480261607,3475472.298701959,0.003599999996367842
14,56.0,1,633873.0351850388,3475472.888982551,0.1569000000017695
16,104.0,1,633844.0676183512,3475505.31293115,0.38039999999455176
16,49.0,1,633888.4608698853,3475410.426226829,-0.8191999999980908
16,67.0,1,633891.9685911777,3475406.8747283863,-1.0289999999949941
18,85.0,1,633913.7242906394,3475395.2451065565,-1.1609000000025844
14,57.0,1,633916.0483250188,3475388.9771555685,-1.1777000000001863
16,57.0,1,633919.2542862804,3475407.8951865737,-2.159799999993993
18,71.0,1,633907.3866509825,3475410.2461706116,0.35869999999704305
16,49.0,1,633906.0359680289,3475411.8085425426,-1.7752999999938766
16,76.0,1,633912.06930359,3475420.7750265584,-1.9703000000008615
16,74.0,1,633899.0828827542,3475415.604386529,-1.279500000004191
14,0.0,1,633888.8984950492,3475421.0121232076,-1.3953000000037719
18,94.0,1,633885.7381555566,3475432.0329386955,-0.9296999999933178
18,105.0,1,633820.7356652871,3475447.429329888,-0.8959999999933643
14,63.0,1,633846.3893023446,3475390.8746162797,-1.631200000003446
14,61.0,1,633864.7737589129,3475407.143032422,-1.1585999999952037
18,78.0,1,633881.1098055098,3475403.5951221166,-1.3473999999987427
18,98.0,1,633896.1459038968,3475403.47767255,-0.5034000000014203
14,65.0,1,633891.2226296827,3475400.600428149,-0.49539999999979045
14,94.0,1,633909.4368563546,3475395.3362017195,-0.6689999999944121
14,41.0,1,633908.8859297556,3475395.6938868593,-0.3350999999966007
14,55.0,1,633902.3446937093,3475395.4455926972,-0.252200000002631
14,55.0,1,633902.409554574,3475394.8834540746,-0.6285999999963678
18,78.0,1,633904.0158155449,3475390.4810287426,-0.9921000000031199
14,60.0,1,633904.437542014,3475386.9869739204,-0.8239000000030501
14,42.0,1,633891.0116958807,3475389.9621640104,-1.14440000000468
14,65.0,1,633889.1087082063,3475391.803157608,-1.1128000000026077
14,87.0,1,633890.3253920152,3475392.4124010974,-0.4330000000045402
14,58.0,1,633890.8986833522,3475391.962518997,-0.7397999999957392
14,91.0,1,633885.5253402118,3475396.525108538,-0.9798000000009779
14,60.0,1,633879.4857136244,3475392.580898661,-1.336699999999837
14,53.0,1,633877.1681497727,3475386.9701314247,-1.609599999996135
20,111.0,1,633873.7694436738,3475388.839653611,-1.615300000004936
14,66.0,1,633875.0702105775,3475393.827502528,-1.2474999999976717
24,287.0,1,633873.0887212296,3475398.5961578963,-1.1875
14,54.0,1,633867.4252466988,3475398.4821280697,-1.094200000006822
16,85.0,1,633863.5198218988,3475401.5198900746,-1.129400000005262
14,54.0,1,633826.7513050075,3475398.40906395,-1.5724000000045635
14,43.0,1,633825.5578242324,3475396.5546738035,-0.10629999999946449
16,76.0,1,633953.2370505289,3475378.219604907,-1.9337999999988824
14,58.0,1,633949.8844200723,3475375.333387242,-1.7360000000044238
16,83.0,1,633950.7907664517,3475372.344419156,-2.0791000000026543
18,64.0,1,633955.2006668975,3475370.703445493,-2.192699999999604
25,0.0,1,633943.9912516631,3475381.236410491,-2.217499999998836
14,59.0,1,633944.2867119821,3475383.9827128584,-2.765400000003865
16,64.0,1,633937.370482684,3475383.480618834,-2.2603999999992084
14,61.0,1,633940.5687995933,3475379.119168286,-1.293600000004517
14,0.0,1,633941.4726445244,3475379.47756217,-2.0877000000036787
14,96.0,1,633935.4037472337,3475378.6177591635,-1.6054000000003725
16,85.0,1,633935.0254926784,3475376.2329298966,-0.5350000000034925
16,99.0,1,633929.4819171822,3475381.992366622,-1.1429000000061933
16,68.0,1,633924.7300019851,3475383.6336410167,-1.5442000000039116
14,87.0,1,633922.2919884999,3475383.224392632,-1.1396999999997206
14,61.0,1,633916.6062556914,3475388.9395088633,-0.6468000000022585
18,89.0,1,633912.0031914798,3475389.797359173,-0.9652999999962049
16,101.0,1,633904.2385656514,3475390.676242976,-0.963900000002468
16,70.0,1,633904.5035377396,3475387.6762530142,-1.4011000000027707
18,107.0,1,633897.9225434221,3475392.9373835213,-0.8470999999990454
26,57.0,1,633901.6974965062,3475388.6568413135,-1.5503000000026077
18,56.0,1,633902.2461063981,3475379.6199652283,-1.586699999999837
16,74.0,1,633880.3988787284,3475379.596428486,-1.6563000000023749
14,75.0,1,633876.4125737892,3475375.537670754,-1.6916000000055647
16,76.0,1,633874.1743204101,3475378.024982634,-1.5982999999978347
16,78.0,1,633872.4290365053,3475378.4375822768,-2.0106999999989057
16,112.0,1,633864.9160373413,3475375.303274166,-2.0498999999981606
16,56.0,1,633860.1839865604,3475383.056839691,-1.2835000000050059
16,54.0,1,633860.2077473142,3475384.209435082,-0.7863999999972293
14,58.0,1,633861.9208537872,3475386.242107137,-1.0522999999957392
16,105.0,1,633859.2111618796,3475388.4570686175,-1.0461000000068452
16,117.0,1,633850.437903616,3475382.120150679,-1.4382999999943422
14,62.0,1,633843.3126473451,3475378.690342408,-1.5062999999936437
16,56.0,1,633840.3605984116,3475376.418418912,-1.566500000000815
14,68.0,1,633838.0079576434,3475377.033031667,-1.1224999999976717
16,60.0,1,633866.2080435702,3475371.979740715,-1.6524000000063097
14,52.0,1,633865.6116164307,3475371.088245994,-1.47269999999844
16,98.0,1,633868.9123662999,3475372.291574683,-1.1212999999988824
16,95.0,1,633872.0594312007,3475370.675361446,-0.7483000000065658
14,34.0,1,633877.7331038698,3475376.8424581117,-1.4354000000021188
16,91.0,1,633880.4185108931,3475367.355487034,-1.2403999999951338
16,66.0,1,633877.1522792702,3475366.1447761315,-1.4952000000048429
14,0.0,1,633876.6501636128,3475367.473137023,-1.810299999997369
14,90.0,1,633897.3758591528,3475368.5430402444,-1.951199999995879
14,57.0,1,633898.0084889627,3475367.7954741432,-1.5733999999938533
16,105.0,1,633902.098018613,3475373.164262956,-1.7744999999995343
14,47.0,1,633902.8636900103,3475374.8600107986,-1.8304999999963911
18,68.0,1,633910.0447862406,3475372.5909128105,-1.8441000000020722
14,54.0,1,633912.4052983637,3475373.2090364047,-1.1005000000004657
16,71.0,1,633906.0486497285,3475367.85344013,-1.740799999999581
16,70.0,1,633916.7297317602,3475381.470153554,-1.6545999999943888
14,54.0,1,633920.2532147953,3475381.489549427,-1.7198000000062166
18,105.0,1,633923.5134738317,3475375.4868110367,-1.6533999999955995
16,73.0,1,633970.2749163795,3475364.748958465,-2.482300000003306
16,69.0,1,633977.9810203374,3475369.9029309615,-3.1309000000037486
16,0.0,1,633977.8719588086,3475371.240661412,-3.205600000001141
14,75.0,1,634066.9214090791,3475352.7429080447,-3.55800000000454
16,0.0,1,633978.2863464677,3475353.1827684436,-3.1416000000026543
14,86.0,1,633964.3499102955,3475356.4151799567,-2.9928000000072643
14,0.0,1,633943.774708095,3475355.7578050545,-2.3031000000046333
16,0.0,1,633941.6432585723,3475357.6480593993,-2.612200000003213
18,56.0,1,633944.8396100232,3475351.88114105,-2.8353000000061
16,70.0,1,633939.7768090111,3475353.4378472427,-2.89429999999993
16,101.0,1,633937.2302775906,3475356.723200048,-2.838399999993271
14,76.0,1,633940.7287295784,3475362.575239635,-1.4306000000069616
16,0.0,1,633943.0370342114,3475362.2216330385,-1.8934000000008382
16,83.0,1,633935.2054274834,3475370.9776670565,-2.4429999999993015
16,68.0,1,633932.7527821233,3475368.8905352745,-1.9670999999943888
16,86.0,1,633933.5711621714,3475366.946392106,-1.8374000000039814
16,70.0,1,633931.0742933641,3475365.3505175454,-2.178799999994226
27,94.0,1,633930.0861682093,3475369.962072592,-1.454700000002049
14,87.0,0,633927.704512076,3475371.3737868564,-2.0191000000049826
16,0.0,1,633909.6335443121,3475366.8136385703,-2.478000000002794
16,74.0,1,633906.6210350473,3475365.9477941785,-2.1736999999993714
16,0.0,1,633905.441568536,3475367.3203464006,-1.8242000000027474
14,75.0,1,633900.9020573399,3475375.2842842583,-1.4809999999997672
16,0.0,1,633899.6257225114,3475370.6970121777,-1.2465999999985797
14,89.0,1,633900.0906759775,3475361.4290320855,-2.13640000000305
16,68.0,1,633899.6411566039,3475357.3720532237,-2.1748999999981606
14,70.0,1,633895.408782257,3475353.137826833,-2.3693999999959487
16,89.0,1,633875.5256680731,3475348.878204876,-2.085000000006403
16,0.0,1,633873.349678964,3475352.4525687676,-1.9597000000067055
16,0.0,0,633875.3279503363,3475357.9845442898,-1.8163000000058673
16,0.0,1,633877.5981509581,3475358.318105316,-1.7189000000071246
16,57.0,1,633877.1858049305,3475361.293945308,-1.5764999999955762
16,92.0,1,633875.7745389976,3475362.997846518,-1.595100000005914
16,60.0,1,633879.7357870468,3475363.5653220396,-1.8987000000051921
16,0.0,1,633863.8921701739,3475352.2185387434,-2.227599999998347
16,48.0,1,633853.5123852044,3475347.942818364,-2.519899999999325
14,50.0,1,633855.8600201348,3475345.365433087,-2.457299999994575
14,63.0,1,633895.6651722221,3475343.627026763,-2.0126000000018394
16,0.0,1,633910.3439252349,3475349.9720970667,-2.375400000004447
16,0.0,1,633918.9396737897,3475347.6701239543,-1.6125999999931082
16,88.0,1,633922.6338161433,3475349.9908572403,-1.8652000000001863
18,84.0,1,633924.9990160263,3475354.6561872186,-2.1471000000019558
14,85.0,1,633924.1791714488,3475355.9414598234,-1.793600000004517
16,89.0,1,633919.7071411782,3475361.9841878135,-2.4438999999983935
14,60.0,1,633872.9151224345,3475392.763633216,-0.9798000000009779
16,49.0,1,633849.8721682149,3475333.8941366947,-2.080100000006496
16,0.0,1,633888.5625353458,3475331.5830382626,-2.054099999993923
16,0.0,1,633908.1335367237,3475342.043886237,-2.216899999999441
14,66.0,1,633913.3244016947,3475339.685698801,-2.1374999999970896
16,0.0,1,633912.2418919399,3475336.657802735,-1.407999999995809
16,0.0,1,633916.7096351911,3475332.4232649566,-0.8519999999989523
14,73.0,1,633927.0867975417,3475347.9546478833,-2.3276000000041677
14,55.0,1,633926.4794025776,3475348.4725201684,-2.7010000000009313
16,79.0,1,633925.7813721285,3475343.8982539787,-2.330199999996694
16,0.0,1,633927.4062878038,3475341.0942692235,-1.8675999999977648
14,65.0,1,633933.1051277266,3475348.7491124063,-2.281199999997625
14,62.0,1,633936.5647086137,3475339.7654892313,-2.7792999999946915
16,46.0,1,633954.2594155493,3475340.655555791,-2.450700000001234
18,64.0,1,633952.6575035711,3475335.346494943,-1.5718000000051688
14,85.0,1,633952.397070872,3475334.759018115,-2.5185999999957858
14,61.0,1,633963.9560277686,3475338.110849022,-2.8693999999959487
16,0.0,1,633970.6250637284,3475342.4657692565,-2.4887000000016997
14,44.0,1,633968.829309227,3475346.648085593,-2.5939000000071246
16,0.0,1,633966.9342969806,3475328.074331017,-2.6114999999990687
16,67.0,1,633968.4908585163,3475326.7454601373,-2.597200000003795
16,0.0,1,633972.6562047956,3475325.6922900514,-2.710900000005495
16,60.0,1,633957.4200420678,3475321.1630287296,-2.6719000000011874
16,70.0,1,633951.111253412,3475324.0684843133,-2.6111999999993714
16,56.0,1,633925.7594484247,3475328.618312147,-2.505699999994249
16,0.0,1,633912.5502926352,3475333.328628351,-2.467399999994086
16,50.0,1,633875.9331598036,3475328.810812312,-2.3329999999987194
14,59.0,1,633846.6316603882,3475315.4137505083,-1.8559999999997672
14,65.0,1,633853.4380598965,3475319.24580856,-2.258799999995972
16,0.0,1,633864.7127317253,3475319.487208513,-2.311700000005658
14,48.0,1,633869.7060141916,3475317.882988632,-2.565600000001723
14,69.0,1,633891.7598773419,3475325.777002169,-2.7431000000069616
16,63.0,1,633888.7171052003,3475312.6170689724,-2.3110000000015134
14,56.0,1,633887.3494070356,3475315.1268522157,-2.111799999998766
18,0.0,1,633900.8180876223,3475323.9630686897,-3.1027000000030966
16,64.0,1,633910.6709457859,3475323.8439102513,-3.240399999995134
16,0.0,1,633944.1210317982,3475321.405345223,-3.401899999997113
16,71.0,1,633951.1681818956,3475323.7189173833,-3.283899999994901
14,65.0,1,633951.6456549302,3475297.7962563857,-3.1855999999970663
16,66.0,1,633936.8608931839,3475293.346754416,-3.032600000005914
16,78.0,1,633941.6748352584,3475288.8552605524,-2.981599999999162
14,64.0,1,633944.5511548553,3475288.725263574,-3.076499999995576
14,57.0,1,633945.743353886,3475287.759947768,-2.0636999999987893
16,72.0,1,633933.0950474675,3475313.5564006334,-3.2541999999957625
16,100.0,1,633912.1673886989,3475314.4735019426,-2.9817000000039116
16,110.0,1,633923.0041118033,3475278.419608173,-2.8007000000070548
16,0.0,1,633918.9026101921,3475268.5365148773,-2.5948999999964144
14,54.0,1,633908.1364899748,3475284.920715245,-2.6490000000048894
16,93.0,1,633904.7141307327,3475280.7531084614,-2.305399999997462
16,60.0,1,633921.6683651761,3475308.4252271526,-2.6239000000059605
16,89.0,1,633895.2019856833,3475306.987190885,-2.5791000000026543
16,0.0,1,633882.6596167539,3475308.2163043413,-2.5455999999976484
14,76.0,1,633883.329525347,3475304.318917029,-2.343399999997928
16,83.0,1,633880.715586402,3475300.4776385003,-2.269000000000233
16,52.0,1,633879.3564475733,3475299.565401057,-2.2709999999933643
14,83.0,1,633879.6054612806,3475289.3755392767,-1.9006999999983236
16,0.0,1,633876.5520493455,3475295.968445876,-2.094599999996717
18,96.0,1,633873.7903641583,3475301.113320526,-2.2519999999931315
16,0.0,1,633870.0203676118,3475306.6993628,-2.437000000005355
14,47.0,1,633871.906598547,3475308.808050906,-2.4235999999946216
14,56.0,1,633851.9533510492,3475306.76239904,-1.6220999999932246
16,0.0,1,633856.945444306,3475303.724071303,-1.8735000000015134
16,111.0,1,633857.9785123881,3475299.5628933404,-1.7329000000027008
16,0.0,1,633853.742707336,3475286.503009238,-1.625
16,68.0,1,633864.8028020024,3475285.853632524,-1.6462999999930616
14,59.0,1,633871.6116850239,3475286.8055003965,-1.6797999999980675
16,68.0,1,633875.8252907328,3475280.711626421,-1.526400000002468
16,63.0,1,633879.8214467247,3475283.077537594,-1.6638999999995576
14,44.0,1,633880.4387047095,3475283.063429085,-1.7256999999954132
14,61.0,1,633886.0776785723,3475278.447065421,-1.6203999999997905
16,109.0,1,633892.5859085695,3475276.31007623,-1.6392999999952735
16,70.0,1,633888.9482953354,3475271.1878481433,-1.361399999994319
16,0.0,1,633885.65392837,3475269.6105710017,-1.2048000000067987
16,0.0,1,633886.8379295369,3475267.911309017,-1.0507999999972526
28,59.0,1,633908.7085339746,3475265.755321551,-1.2753999999986263
16,92.0,1,633910.6957139164,3475264.7054921784,-1.3738000000012107
18,66.0,1,633913.7891316342,3475258.8926522797,-1.7786999999952968
25,84.0,1,633941.9292269052,3475284.6022452204,-2.293600000004517
16,0.0,1,633928.0370385712,3475444.3800008157,-1.4140000000043074
16,58.0,1,633927.0393433126,3475442.50703443,-1.3420999999943888
16,0.0,1,633912.059902617,3475460.7114979737,-0.8929000000061933
16,0.0,1,633904.0279184387,3475484.81966665,-0.4187999999994645
14,54.0,1,633869.1115551007,3475549.31682612,-0.7321999999985565
16,67.0,1,633855.9752680261,3475276.7648316394,-1.4676999999937834
16,123.0,1,633846.8597007564,3475271.5495934314,-1.333199999993667
16,95.0,1,633848.3496690908,3475270.2507012747,-1.4596000000019558
14,57.0,1,633850.1931641203,3475259.8433941007,-1.7583000000013271
14,60.0,1,633861.4006950133,3475257.122073231,-1.7557999999989988
16,93.0,1,633864.7581562218,3475253.0538067776,-1.799799999993411
16,83.0,1,633863.139505634,3475265.012418199,-1.6419000000023516
16,72.0,1,633869.8337708804,3475268.3914451986,-1.4792000000015832
14,56.0,1,633879.0458797911,3475266.5298947096,-1.116200000004028
25,70.0,1,633877.587600424,3475273.3498924887,-1.2436000000016065
14,59.0,1,633883.1485327537,3475263.0367953847,-1.098599999997532
14,56.0,1,633879.0388761504,3475260.9818969867,-1.2461999999941327
14,73.0,1,633889.3988281131,3475254.3233597004,-1.826100000005681
16,80.0,1,633893.4064296823,3475259.3702627807,-1.323099999994156
14,54.0,1,633893.5390348872,3475262.3480969807,-1.097299999993993
14,60.0,1,633908.7861975043,3475266.307392788,-1.5350000000034925
16,83.0,1,633910.8102104999,3475264.9762496063,-1.6401999999943655
15,55.0,1,633905.0069834444,3475263.07678793,-1.1864999999961583
16,98.0,1,633897.7133753207,3475257.6538881194,-1.301000000006752
14,56.0,1,633910.9561060369,3475258.4031990785,-1.4977000000071712
18,67.0,1,633913.8238930636,3475259.266347268,-1.8041999999986729
18,124.0,1,633898.1356818094,3475237.286362882,-2.5375000000058208
16,55.0,1,633896.2295135724,3475234.346236528,-2.5549000000028173
18,81.0,1,633895.849459704,3475240.4415574186,-2.4364999999961583
16,67.0,1,633889.637325183,3475244.048230713,-2.408500000005006
16,0.0,1,633876.8055030489,3475248.0093192183,-2.5222999999969034
16,87.0,1,633876.5183710199,3475242.350449117,-2.6846999999979744
14,49.0,1,633874.632757305,3475232.4905429953,-2.8113000000012107
16,0.0,1,633880.0733738611,3475231.3309156583,-2.7590999999956694
16,0.0,1,633881.0533648155,3475229.9672623384,-2.771500000002561
14,72.0,1,633882.3335947427,3475225.757540746,-2.6481999999959953
16,0.0,1,633884.2111101253,3475227.7674457203,-2.7868000000016764
16,0.0,1,633880.1231801371,3475220.461212319,-2.9354000000021188
14,52.0,1,633866.1826048335,3475214.1560900537,-3.21469999999681
14,70.0,1,633865.5256339981,3475215.1496131686,-3.276400000002468
16,0.0,1,633864.6330567796,3475211.542695595,-3.3513999999995576
16,0.0,1,633857.5786133287,3475215.75378079,-3.2004000000015367
14,43.0,1,633856.3640520752,3475214.917004698,-3.188399999999092
14,59.0,1,633854.9904872981,3475214.603174765,-3.1055000000051223
16,0.0,1,633851.3144560596,3475220.8546073795,-2.88289999999688
16,0.0,1,633857.8275697499,3475224.567592938,-2.9409000000014203
16,89.0,1,633863.1011151616,3475221.4264223757,-2.8766000000032363
14,53.0,1,633863.1448922997,3475219.5224773446,-2.9375
16,99.0,1,633864.8593724194,3475222.930640667,-2.752200000002631
16,45.0,1,633869.1768613248,3475224.573214522,-2.6649000000033993
16,48.0,1,633869.538438417,3475225.2608496784,-2.726299999994808
16,0.0,1,633859.4061310294,3475236.000044212,-2.8706999999994878
16,0.0,1,633858.7435838047,3475238.162716805,-2.9553000000014435
